PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q10_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q10_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Insv_ChIPnexus_peak_3497d	chr2R	6761207	6762381	+	209	NA	TTS (NM_165804)	TTS (NM_165804)	482	NM_136777	36147	Dm.3740	NM_136777		CG30015	CG7699|CG7701|Dmel\CG30015|anon-EST:Posey2	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_7253b	chr3L	14183768	14184025	+	209	NA	promoter-TSS (NM_001038922)	promoter-TSS (NM_001038922)	-74	NM_001259821	39572	Dm.33462	NM_001038917		nuf	CG32140|CG33991|CG7867|CIP-D2|Cy3-23|D2|Dmel\CG33991|EP3077|FIP3|NUF|Nuf|Nuf1|Nuf2p|anon-D2	nuclear fallout	protein-coding
Insv_ChIPnexus_peak_971c	chr2L	7890750	7891053	+	209	NA	promoter-TSS (NM_175981)	promoter-TSS (NM_175981)	-307	NM_175981	326261	Dm.28605	NM_175981		Spn28Db	CG12318|CG33121|Dmel\CG33121	Serpin 28Db	protein-coding
Insv_ChIPnexus_peak_6097c	chr3L	4160818	4161357	+	209	NA	promoter-TSS (NM_001014557)	promoter-TSS (NM_001014557)	-155	NM_001014557	3346237	Dm.23635	NM_001014557		nab	CG15000|CG15001|CG33545|Dmel\CG33545|NAB|Nab|dNAB|dnab|l(2)SH3 143|l(3)64Aj|l(3)SH143|l(3)SH21	nab	protein-coding
Insv_ChIPnexus_peak_14126d	chrX	15590617	15591616	+	209	NA	promoter-TSS (NM_132825)	promoter-TSS (NM_132825)	-411	NM_132825	32504	Dm.4662	NM_132825		CG8128	Dmel\CG8128	CG8128	protein-coding
Insv_ChIPnexus_peak_7219	chr3L	14042966	14043190	+	209	NA	promoter-TSS (NM_140431)	promoter-TSS (NM_140431)	-86	NM_140431	39558	Dm.1949	NM_140431		Neurl4	CG46284|CG6451|Dmel\CG46284|blue	Neuralized E3 ubiquitin protein ligase 4	protein-coding
Insv_ChIPnexus_peak_804	chr2L	6746224	6746423	+	209	NA	promoter-TSS (NM_164708)	promoter-TSS (NM_164708)	-701	NM_164708	319021	Dm.20932	NM_164708		CG31910	BcDNA:AT21561|Dmel\CG31910|NEST:bs09e03	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_10535b	chr3R	14414961	14415374	+	209	NA	promoter-TSS (NM_001144604)	promoter-TSS (NM_001144604)	-549	NM_001144604	42230	Dm.14942	NM_142472		CG7694	BcDNA:LP11469|Dmel\CG7694	CG7694	protein-coding
Insv_ChIPnexus_peak_14746a	chrX	20631380	20631843	+	209	NA	TTS (NR_123972)	TTS (NR_123972)	369	NR_073666	14462416		NR_073666		CR43838	Dmel\CR43838|lincRNA.1030	ncRNA	ncRNA
Insv_ChIPnexus_peak_779	chr2L	6610819	6611174	+	208	NA	promoter-TSS (NM_135208)	promoter-TSS (NM_135208)	-15	NM_135208	33924		NM_135208		CG11050	BcDNA:LD22339|Dmel\CG11050	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_10256b	chr3R	12450416	12450680	+	208	NA	promoter-TSS (NM_001144594)	promoter-TSS (NM_001144594)	-109	NM_142312	42024	Dm.27316	NM_142312		CG14905	Dmel\CG14905	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_1428	chr2L	10654652	10654752	+	208	NA	TTS (NM_135586)	TTS (NM_135586)	-2925	NR_124181	19835499		NR_124181		CR45692	Dmel\CR45692	ncRNA	ncRNA
Insv_ChIPnexus_peak_2343	chr2L	19364042	19364106	+	208	NA	promoter-TSS (NM_136112)	promoter-TSS (NM_136112)	-301	NM_001273639	35208	Dm.26841	NM_136112		CG13086	Dmel\CG13086	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_11449a	chr3R	21848922	21849494	+	208	NA	TTS (NM_079786)	TTS (NM_079786)	1093	NM_079786	43157	Dm.25014	NM_079786		E(spl)m4-BFM	CG6099|DmelCG6099|Dmel\CG6099|E(spl) m4|E(spl)m4|HLHm4|m4	Enhancer of split m4, Bearded family member	protein-coding
Insv_ChIPnexus_peak_12696	chrX	2282134	2282360	+	208	NA	promoter-TSS (NM_001169176)	promoter-TSS (NM_001169176)	-550	NM_206610	31224	Dm.12239	NM_130645		PsGEF	CG14045|CG14047|CG43947|DmPsGEF|Dmel\CG43947|Dmel_CG14045|Dmel_CG14047|EG:BACH48C10.4|EG:BACH7M4.1|EG:BACH7M4.2|FBgn0264598|PsGef|null	Protostome-specific GEF	protein-coding
Insv_ChIPnexus_peak_4203b	chr2R	11563272	11563677	+	208	NA	promoter-TSS (NM_001169690)	promoter-TSS (NM_001169690)	-16	NM_166107	44095	Dm.7727	NM_079952		fus	CG8205|Dmel\CG8205|E(cact[E10])7|cg8205	fusilli	protein-coding
Insv_ChIPnexus_peak_7557	chr3L	16121547	16121899	+	208	NA	promoter-TSS (NM_079936)	promoter-TSS (NM_079936)	-92	NM_079936	44010	Dm.1872	NM_079936		Pgm	CG5165|Dmel\CG5165|PGM|PGM-1|PGM1|Pgm-1|pgm	phosphoglucose mutase	protein-coding
Insv_ChIPnexus_peak_10188b	chr3R	12031177	12031442	+	208	NA	promoter-TSS (NM_080496)	promoter-TSS (NM_080496)	-337	NM_080496	41968	Dm.5334	NM_080496		mtSSB	0046/13|CG4337|Dmel\CG4337|DmmtSSB|SSB|SSB_DROME|c3a|lopo	mitochondrial single stranded DNA-binding protein	protein-coding
Insv_ChIPnexus_peak_1817	chr2L	14287954	14288188	+	208	NA	intron (NM_165086, intron 3 of 15)	intron (NM_165086, intron 3 of 15)	-3130	NR_073773	14462764		NR_073772		CR43639	Dmel\CR43639	ncRNA	ncRNA
Insv_ChIPnexus_peak_368h	chr2L	3158090	3159437	+	208	NA	intron (NM_057669, intron 1 of 3)	intron (NM_057669, intron 1 of 3)	880	NM_057669	33529	Dm.7367	NM_057669		Mad	2/23|CG12399|Dmel\CG12399|E(zen)2|En(vvl)|MAD|Mat|P-Mad|P-mad|PMad|Smad|Smad1|apg|c28|dMAD|dMad|l(2)K00237|l(2)k00237|mad|p-Mad|pMAD|pMad|pSmad	Mothers against dpp	protein-coding
Insv_ChIPnexus_peak_3280b	chr2R	5118708	5119312	+	208	NA	intron (NM_165667, intron 4 of 8)	intron (NM_165667, intron 4 of 8)	-6007	NM_136628	35946	Dm.4564	NM_136628		Cyp4p2	4p2|CG1944|CYP4P2|Dmel\CG1944	Cyp4p2	protein-coding
Insv_ChIPnexus_peak_5646a	chr3L	692854	693395	+	208	NA	promoter-TSS (NM_138209)	promoter-TSS (NM_138209)	-205	NM_138209	38085	Dm.20008	NM_138209		Vti1a	CG3279|Dmel\CG3279|VTI1|Vti1	Vesicle transport through interaction with t-SNAREs 1a	protein-coding
Insv_ChIPnexus_peak_9585	chr3R	7094848	7095035	+	208	NA	TTS (NR_048373)	TTS (NR_048373)	-13096	NR_048372	12797884		NR_048371		CR43283	Dm_3R:37919|Dmel\CR43283|lincRNA.752	ncRNA	ncRNA
Insv_ChIPnexus_peak_12004b	chr3R	27674898	27675512	+	208	NA	TTS (NM_001104522)	TTS (NM_001104522)	21480	NM_143645	43758	Dm.12850	NM_143645		RhoGAP100F	1976|CG1976|DSyd-1|DSyd1|Dmel\CG1976|RHOGAP100F|Syd-1|dsyd-1|syd-1	Rho GTPase activating protein at 100F	protein-coding
Insv_ChIPnexus_peak_11073d	chr3R	18967482	18968156	+	208	NA	promoter-TSS (NM_001038976)	promoter-TSS (NM_001038976)	-191	NM_001038976	42737	Dm.2371	NM_001038976		hh	CG4637|Dmel\CG4637|HH|Hg|Hh|Mir|Mrt|anon-WO0134654.19|anon-WO0182946.19|bar|bar-3|bar3|hg|l(3)hh|l(3)neo56|l(3)neo57	hedgehog	protein-coding
Insv_ChIPnexus_peak_12972	chrX	5446627	5446834	+	208	NA	intron (NM_001297968, intron 2 of 5)	intron (NM_001297968, intron 2 of 5)	7486	NM_001038743	31469	Dm.25374	NM_001038743		Vsx2	CG15781|CG15782|CG15783|CG33980|Chx2|DChx2|Dmel\CG33980|dChx2|dVsx2	Visual system homeobox 2	protein-coding
Insv_ChIPnexus_peak_11016	chr3R	18406371	18406515	+	207	NA	promoter-TSS (NM_079727)	promoter-TSS (NM_079727)	-52	NM_079727	42661	Dm.2377	NM_079727		CSN6	CG6932|CH6|Csn6|Dch6|Dmel\CG6932|Q9VCY3	COP9 signalosome subunit 6	protein-coding
Insv_ChIPnexus_peak_2267	chr2L	18932152	18932434	+	207	NA	intron (NM_001299140, intron 6 of 10)	intron (NM_001299140, intron 6 of 10)	11667	NM_136073	35149	Dm.11416	NM_136073		ssp3	CG10666|CG18397|Dmel\CG18397|Ssp3	short spindle 3	protein-coding
Insv_ChIPnexus_peak_8563b	chr3LHet	717125	717480	+	207	NA	Intergenic	Intergenic	111097	NM_001110937	5740185	Dm.6900	NM_001110937		UQCR-11	CG41623|Dmel\CG41623|UCRH|Ucrh	Ubiquinol-cytochrome c reductase 11 kDa subunit	protein-coding
Insv_ChIPnexus_peak_6345b	chr3L	6696570	6697008	+	207	NA	promoter-TSS (NM_168178)	promoter-TSS (NM_168178)	-168	NM_168176	38744	Dm.3293	NM_139796		SP1173	CG10121|Dmel\CG10121	SP1173	protein-coding
Insv_ChIPnexus_peak_4598b	chr2R	14342237	14342451	+	207	NA	promoter-TSS (NM_137492)	promoter-TSS (NM_137492)	-377	NM_137492	37125	Dm.30991	NM_137492		CG17669	Dmel\CG17669	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_14574b	chrX	19084068	19084282	+	207	NA	promoter-TSS (NM_133130)	promoter-TSS (NM_133130)	-72	NM_133130	32906	Dm.5291	NM_133130		HP1D3csd	CG14193|Dmel\CG14193	Heterochromatin Protein 1D3 chromoshadow domain	protein-coding
Insv_ChIPnexus_peak_11852	chr3R	26271000	26271118	+	207	NA	promoter-TSS (NM_143537)	promoter-TSS (NM_143537)	-291	NM_143537	43615		NM_143537		Osi23	CG15538|Dmel\CG15538	Osiris 23	protein-coding
Insv_ChIPnexus_peak_6792	chr3L	10562598	10562742	+	207	NA	intron (NM_001259779, intron 3 of 13)	intron (NM_001259779, intron 3 of 13)	-10488	NM_176315	39197	Dm.36903	NM_176315		CG6527	BcDNA:AT13283|Dmel\CG6527	CG6527	protein-coding
Insv_ChIPnexus_peak_1197	chr2L	9330638	9330824	+	207	NA	promoter-TSS (NM_057599)	promoter-TSS (NM_057599)	-32	NM_057599	34250	Dm.2110	NM_057599		Cks30A	CDI2|CG3738|Cdi2|Cks|DmCks1|Dmel\CG3738|U40077|cdi2|cks|cks30A|fs(2)rem|rem	Cyclin-dependent kinase subunit 30A	protein-coding
Insv_ChIPnexus_peak_4736	chr2R	15539155	15539224	+	207	NA	TTS (NR_073889)	TTS (NR_073889)	1311	NR_073889	14462607		NR_073889		CR44212	Dmel\CR44212	ncRNA	ncRNA
Insv_ChIPnexus_peak_13478b	chrX	9149891	9150317	+	207	NA	promoter-TSS (NM_132322)	promoter-TSS (NM_132322)	-97	NM_132322	31874	Dm.6684	NM_132322		ric8a	CG15797|DmRic8|Dmel\CG15797|RIC-8|Ric-8|l(1)G0397|ric-8|ric-8a	ric8a	protein-coding
Insv_ChIPnexus_peak_1209a	chr2L	9453100	9453302	+	207	NA	intron (NM_001273362, intron 2 of 4)	intron (NM_001273362, intron 2 of 4)	3371	NM_001273362	34263	Dm.4492	NM_078799		numb	CG3779|Dmel\CG3779|N7-1|Nb|Numb|d-numb|dNumb|l(2)03235|l(2)3235|l(2)s2201|nb|numbs	numb	protein-coding
Insv_ChIPnexus_peak_13252	chrX	7584904	7585062	+	207	NA	intron (NM_001272383, intron 1 of 5)	intron (NM_001272383, intron 1 of 5)	3968	NM_001272382	31678	Dm.31076	NM_078516		CHES-1-like	CG12690|Ches-1-like|Ches1|Dmches-1|Dmel\CG12690|FoxN|anon-EST:Posey7|ches1	Checkpoint suppressor 1-like	protein-coding
Insv_ChIPnexus_peak_14248b	chrX	16229419	16229821	+	207	NA	promoter-TSS (NM_001144731)	promoter-TSS (NM_001144731)	-597	NM_001144731	117294	Dm.2879	NM_080715		Dsp1	CG12223|DSP1|Dmel\CG12223|Hmg14B|Hmg14D|Ssrp2|dsp1|hmg|ssrp2	Dorsal switch protein 1	protein-coding
Insv_ChIPnexus_peak_2664b	chr2L	21828186	21829125	+	207	NA	promoter-TSS (NM_078891)	promoter-TSS (NM_078891)	62	NM_078891	35430	Dm.6988	NM_078891		tsh	CG1374|Dmel\CG1374|T shirt|Tsh|ae|ae[l]|l(2)04319|l(2)B4-2-12	teashirt	protein-coding
Insv_ChIPnexus_peak_13177	chrX	7004230	7004395	+	207	NA	promoter-TSS (NM_078513)	promoter-TSS (NM_078513)	42	NM_078513	31659	Dm.92	NM_078513		fz4	CG4626|DFz4|Dfz4|Dm Fz4|Dmel\CG4626|Fz4|anon-WO0170980.10|anon-WO0170980.11	frizzled 4	protein-coding
Insv_ChIPnexus_peak_12383	chrU	9515866	9515992	+	207	NA	intron (NR_004048, intron 1 of 1)	Copia_LTR|LTR|Copia	12958	NR_133557	26067168		NR_133557		2SrRNA:CR45840	CR45840|Dmel\CR45840	2S ribosomal RNA:CR45840	rRNA
Insv_ChIPnexus_peak_13985	chrX	13924035	13924187	+	207	NA	Intergenic	Intergenic	17417	NM_206698	2768904		NM_206698		Ste:CG33247	CG32605|CG33247|Dmel\CG33247	Ste:CG33247	protein-coding
Insv_ChIPnexus_peak_1190	chr2L	9233676	9233811	+	207	NA	intron (NM_001259020, intron 2 of 12)	intron (NM_001259020, intron 2 of 12)	17299	NM_135434	34244	Dm.26767	NM_135434		aust	CG17009|Dmel\CG17009	australin	protein-coding
Insv_ChIPnexus_peak_12814	chrX	3667964	3668160	+	207	NA	intron (NM_001272293, intron 1 of 7)	intron (NM_001272293, intron 1 of 7)	1389	NM_001272293	318206	Dm.7071	NM_130717		Tlk	BEST:GH17330|BcDNA:GH07910|CG12462|CG2829|CG32781|CG32782|CG33219|CG34412|Dmel\CG34412|Dmel_CG32781|Dmel_CG32782|EP(X)1408|EP(X)1413|EP1408|EP1413|GH17330|TLK|anon-WO03040301.114|anon-WO03040301.116|dtlk|l(1)G0054|tlk	Tousled-like kinase	protein-coding
Insv_ChIPnexus_peak_5870a	chr3L	2531417	2531629	+	207	NA	intron (NM_001259641, intron 3 of 15)	intron (NM_001259641, intron 3 of 15)	-4550	NM_167954	317962	Dm.33627	NM_167954		CG32295	BEST:GH20547|CG16757|Dmel\CG32295|NEST:bs09a12	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5253	chr2R	19848407	19848559	+	207	NA	TTS (NM_138014)	TTS (NM_138014)	1617	NM_138014	37813		NM_138014		CG13566	Dmel\CG13566	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_10433a	chr3R	13744847	13745010	+	207	NA	promoter-TSS (NM_001014631)	promoter-TSS (NM_001014631)	-626	NM_169781	45840	Dm.6154	NM_080105		cpo	1824|3603|5339|6015|BcDNA:AT31405|CG12349|CG18434|CG18435|CG31243|CG42457|CG43738|CPO|Cpo|Dmel\CG43738|Dmel_CG31243|Dmel_CG42457|E(sda)N|Line N|ORE-17|cg18435|l(3)01432|l(3)6015|l(3)j4A1|l(3)j4D4|l(3)j7E2|l(3)j9B3|l(3)rJ553|l(3)s2336	couch potato	protein-coding
Insv_ChIPnexus_peak_8966	chr3R	2504775	2504910	+	207	NA	promoter-TSS (NM_057265)	promoter-TSS (NM_057265)	-530	NM_057265	40817	Dm.4752	NM_057265		lab	BG:DS00004.9|CG1264|Dm lab|DmLab|Dmel\CG1264|Dmlab|EfR9|F121|F24|F90|F90-2|LAB|Lab|l(3)01241|l(3)84Ac|lb	labial	protein-coding
Insv_ChIPnexus_peak_4141a	chr2R	11088641	11089252	+	207	NA	promoter-TSS (NM_001144199)	promoter-TSS (NM_001144199)	-66	NM_137173	36683	Dm.635	NM_137173		CG11807	CT14564|Dmel\CG11807	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_10395	chr3R	13459934	13460095	+	207	NA	intron (NM_001300449, intron 1 of 3)	intron (NM_001300449, intron 1 of 3)	3575	NM_001300449	12798449	Dm.37365	NM_001260225		CG43175	Dmel\CG43175	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_13642a	chrX	11017661	11017942	+	207	NA	5' UTR (NM_132457, exon 1 of 3)	5' UTR (NM_132457, exon 1 of 3)	958	NM_132457	32046		NM_132457		CG11122	Dmel\CG11122	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5104d	chr2R	18588030	18588626	+	207	NA	promoter-TSS (NM_166543)	promoter-TSS (NM_166543)	147	NM_057551	37603		NM_057551		robo1	BEST:GM07780|CG13521|CT32892|D-Robo1|Dmel\CG13521|ROBO|Robo|Robo-1|Robo1|dRobo|dRobo1|robo|robo1S	roundabout 1	protein-coding
Insv_ChIPnexus_peak_7575	chr3L	16275432	16275546	+	207	NA	promoter-TSS (NM_168657)	promoter-TSS (NM_168657)	-459	NM_168657	39788	Dm.12833	NM_168657		CG13049	BcDNA:RE26528|Dmel\CG13049	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_4630d	chr2R	14575449	14576820	+	207	NA	promoter-TSS (NM_137515)	promoter-TSS (NM_137515)	7	NM_137515	37152	Dm.690	NM_137515		Sik3	CG15072|CG18604|CG42856|Dmel\CG42856|Dmel_CG15072|Dmel_CG18604|EMK/KIAA0999|SIK|SIK3	Salt-inducible kinase 3	protein-coding
Insv_ChIPnexus_peak_12393	chrX	20306	20476	+	207	NA	TTS (NM_001103384)	TTS (NM_001103384)	1511	NR_003723	5740321		NR_003723		CR40469	Dmel\CR40469	ncRNA	ncRNA
Insv_ChIPnexus_peak_10725	chr3R	16293047	16293239	+	207	NA	intron (NM_001260281, intron 1 of 19)	intron (NM_001260281, intron 1 of 19)	17167	NM_001300495	3346162	Dm.10187	NM_001014642		Gfrl	BcDNA:GH26447|CG17203|CG17204|CG17205|CG17208|CG33518|CG34118|CG34119|CG42401|CG42625|CG42801|CG43224|CG4342|DmGfrl|Dmel\CG43224|Dmel_CG17208|Dmel_CG33518|Dmel_CG34118|Dmel_CG34119|Dmel_CG42401|Dmel_CG42625|Dmel_CG42801|Dmel_CG4342|mun	Glial cell line-derived neurotrophic family receptor-like	protein-coding
Insv_ChIPnexus_peak_13934b	chrX	13297685	13298079	+	207	NA	promoter-TSS (NM_132658)	promoter-TSS (NM_132658)	-900	NM_132658	32299	Dm.11177	NM_132658		GstT4	CG1681|DmGSTT4|Dmel\CG1681|GST-theta|GSTT4|gstt4	Glutathione S transferase T4	protein-coding
Insv_ChIPnexus_peak_13618b	chrX	10726515	10726784	+	207	NA	TTS (NM_079921)	TTS (NM_079921)	-6614	NM_144208	50323	Dm.24218	NM_144208		CG15210	Dmel\CG15210	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_207	chr2L	1715849	1715997	+	207	NA	promoter-TSS (NM_134770)	promoter-TSS (NM_134770)	-72	NM_001272950	33349	Dm.23388	NM_134770		frtz	CG17657|Dmel\CG17657|anon-WO0118547.105	fritz	protein-coding
Insv_ChIPnexus_peak_2506	chr2L	20464508	20464662	+	207	NA	TTS (NR_124394)	TTS (NR_124394)	-1141	NM_136193	35316	Dm.5521	NM_136193		CG2493	38C.55|Dmel\CG2493	CG2493	protein-coding
Insv_ChIPnexus_peak_10176a	chr3R	11940537	11940796	+	207	NA	Intergenic	Intergenic	-1217	NM_001300426	41958		NM_057361		Sb	CG4316|Dmel\CG4316|SP56|Sb-sbd|c-SP56|sbd|st-sb	Stubble	protein-coding
Insv_ChIPnexus_peak_5870b	chr3L	2531417	2531629	+	207	NA	intron (NM_001259641, intron 3 of 15)	intron (NM_001259641, intron 3 of 15)	-4550	NM_167954	317962	Dm.33627	NM_167954		CG32295	BEST:GH20547|CG16757|Dmel\CG32295|NEST:bs09a12	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_11005	chr3R	18312801	18313115	+	207	NA	promoter-TSS (NM_142796)	promoter-TSS (NM_142796)	35	NM_142796	42647	Dm.4526	NM_142796		Pfdn5	CG7048|Dmel\CG7048|pfdn5	Prefoldin 5	protein-coding
Insv_ChIPnexus_peak_784a	chr2L	6622691	6622918	+	207	NA	promoter-TSS (NM_001103631)	promoter-TSS (NM_001103631)	-308	NM_001103631	5740402		NM_001103631		CG34345	BP1012|CG11053|CG34009|Dmel\CG34345|Dmel_CG11053|Dmel_CG34009	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_6791b	chr3L	10549003	10549219	+	207	NA	intron (NM_001274751, intron 2 of 13)	intron (NM_001274751, intron 2 of 13)	3071	NM_001300092	39197	Dm.36903	NM_176315		CG6527	BcDNA:AT13283|Dmel\CG6527	CG6527	protein-coding
Insv_ChIPnexus_peak_9126a	chr3R	3833731	3833968	+	207	NA	promoter-TSS (NM_141500)	promoter-TSS (NM_141500)	-17	NM_141500	40946	Dm.11557	NM_141500		CG2767	Dmel\CG2767	CG2767	protein-coding
Insv_ChIPnexus_peak_8037b	chr3L	19865481	19865846	+	207	NA	intron (NM_001275145, intron 1 of 13)	intron (NM_001275145, intron 1 of 13)	1424	NM_001275145	40169		NM_001275145		Usp32	CG8334|Dmel\CG8334|Q9VW49|USP15|usp32	Ubiquitin specific protease 32	protein-coding
Insv_ChIPnexus_peak_12748a	chrX	2952388	2952749	+	207	NA	intron (NM_001258578, intron 6 of 10)	intron (NM_001258578, intron 6 of 10)	8947	NM_001272271	31291	Dm.34122	NM_130691		CG4116	Dmel\CG4116	CG4116	protein-coding
Insv_ChIPnexus_peak_6643	chr3L	9204553	9204656	+	207	NA	promoter-TSS (NM_140036)	promoter-TSS (NM_140036)	-376	NM_140036	39056	Dm.10774	NM_140036		CG4476	DmNAT3|Dmel\CG4476|anon-WO0149848.7	CG4476	protein-coding
Insv_ChIPnexus_peak_14838b	chrYHet	43081	43221	+	207	NA	intron (NM_001111012, intron 3 of 10)	Copia_I|LTR|Copia	8861	NM_001111012	26067053		NM_001111012		kl-3	CG17629|CG40443|CG40936|CG40992|CG45785|DHC4A|Dmel\CG45785|Dmel_CG17629|Dmel_CG40936|Dmel_CG40992|Lms3|Y104b|kl-4|kl3|ms(Y)104b	male fertility factor kl3	protein-coding
Insv_ChIPnexus_peak_8071a	chr3L	20090463	20090769	+	207	NA	TTS (NM_140917)	TTS (NM_140917)	6311	NM_140917	40196	Dm.11137	NM_140917		CG14186	Dmel\CG14186	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9109c	chr3R	3635931	3636295	+	206	NA	promoter-TSS (NM_141483)	promoter-TSS (NM_141483)	-141	NM_169195	40925	Dm.20783	NM_169194		sgll	CG2649|CG31472|Dmel\CG31472|dPNPO	sugarlethal	protein-coding
Insv_ChIPnexus_peak_7900e	chr3L	18834131	18834724	+	206	NA	promoter-TSS (NM_001169994)	promoter-TSS (NM_001169994)	84	NM_168779	40049	Dm.2528	NM_079426		Indy	BEST:LP01220|CG3979|Dmel\CG3979|INDY|anon-EST:fe3A7|anon-WO0172774.70|drIndy|indy	I'm not dead yet	protein-coding
Insv_ChIPnexus_peak_5536	chr3L	159164	159549	+	206	NA	intron (NM_001103986, intron 1 of 3)	intron (NM_001103986, intron 1 of 3)	-1145	NR_124739	19835373		NR_124739		CR43151	CG43151|Dmel\CR43151	ncRNA	ncRNA
Insv_ChIPnexus_peak_13823e	chrX	12525519	12526485	+	206	NA	TTS (NM_132590)	TTS (NM_132590)	364	NM_167328	32217		NM_132591		Tomosyn	BcDNA:RH19475|CG11056|CG17762|CG2205|Dmel\CG17762|tomosyn	tomosyn	protein-coding
Insv_ChIPnexus_peak_9962b	chr3R	10337182	10337655	+	206	NA	promoter-TSS (NM_142109)	promoter-TSS (NM_142109)	16	NM_001275636	41756	Dm.5609	NM_142109		HtrA2	CG8464|DmHtrA2|Dmel\CG8464|HtrA2/Omi|Omi|dOmi|domi|htrA2|htrA2/omi|omi	HTRA2-related serine protease	protein-coding
Insv_ChIPnexus_peak_14683g	chrX	19744839	19746307	+	206	NA	promoter-TSS (NM_134518)	promoter-TSS (NM_134518)	519	NM_134519	33003	Dm.20466	NM_134519		pico	BcDNA:LP01106|CG11940|Dmel\CG11940|Grb10|Pico|jog	pico	protein-coding
Insv_ChIPnexus_peak_14056	chrX	14975187	14975328	+	206	NA	promoter-TSS (NR_123908)	promoter-TSS (NR_123908)	31	NR_123908	19836084		NR_123908		CR44662	Dmel\CR44662|lincRNA.996	ncRNA	ncRNA
Insv_ChIPnexus_peak_6570	chr3L	8624492	8624747	+	206	NA	TTS (NM_139990)	TTS (NM_139990)	1276	NM_176306	38988	Dm.7126	NM_139989		Zasp66	CG6416|Dmel\CG6416|ZASP66|Zaps66|anon-WO0153538.30	Z band alternatively spliced PDZ-motif protein 66	protein-coding
Insv_ChIPnexus_peak_11876c	chr3R	26403086	26404095	+	206	NA	intron (NM_170503, intron 6 of 6)	intron (NM_170503, intron 6 of 6)	-1561	NM_143553	43634	Dm.5614	NM_143553		CG9702	Dmel\CG9702	CG9702	protein-coding
Insv_ChIPnexus_peak_2048b	chr2L	16593165	16593407	+	206	NA	intron (NM_001144357, intron 2 of 4)	intron (NM_001144357, intron 2 of 4)	-8541	NM_001273575	34987	Dm.11210	NM_135957		CG42389	CG13260|CG13261|CG31738|CG4668|CT15043|CT15049|Dmel\CG42389|Dmel_CG13260|Dmel_CG31738|anon-EST:Liang-1.16|clone 1.16	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_1926a	chr2L	15442928	15443349	+	206	NA	TTS (NR_124282)	TTS (NR_124282)	1537	NR_124282	19835570		NR_124282		CR44862	Dmel\CR44862	ncRNA	ncRNA
Insv_ChIPnexus_peak_3307	chr2R	5381549	5381853	+	206	NA	promoter-TSS (NM_057462)	promoter-TSS (NM_057462)	30	NM_057462	35975	Dm.4787	NM_057462		Wnt2	CG1916|D-wnt-2|DWnt-2|DWnt2|Dm DWnt2|Dm-2|Dmel\CG1916|Dwnt-2|Dwnt2|Wnt|Wnt-2|dWnt2|wnt-2|wnt2	Wnt oncogene analog 2	protein-coding
Insv_ChIPnexus_peak_9633b	chr3R	7444654	7445700	+	206	NA	promoter-TSS (NM_141835)	promoter-TSS (NM_141835)	451	NM_169405	41392	Dm.20930	NM_169404		Jupiter	BEST:LP05168|BcDNA:GH06373|BcDNA:LD21358|BcDNA:LD43690|BcDNA:RH53211|CG17238|CG18762|CG18763|CG31363|Dmel\CG31363|anon-EST:Liang-1.76|anon-WO0140519.173|clone 1.76|jupiter	jupiter	protein-coding
Insv_ChIPnexus_peak_3406	chr2R	6307298	6307413	+	205	NA	TTS (NM_136739)	TTS (NM_136739)	1132	NM_078959	36098	Dm.14039	NM_078959		Prx2540-2	CG11765|DPx-2540-2|DPx2540|Dmel\CG11765|Prx2540	Peroxiredoxin 2540-2	protein-coding
Insv_ChIPnexus_peak_12134a	chr4	436185	436348	+	205	NA	Intergenic	Intergenic	-10427	NR_047708	12798283		NR_047708		CR43437	Dmel\CR43437	ncRNA	ncRNA
