PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q5_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q5_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Insv_ChIPnexus_peak_11827a	chr3R	26101844	26102172	+	81	NA	Intergenic	Intergenic	-1646	NM_176591	43604	Dm.1909	NM_079853		hdc	CG15532|Dmel\CG15532|Hdc|l(3)B4-3-20|psg12	headcase	protein-coding
Insv_ChIPnexus_peak_1034	chr2L	8290644	8290815	+	81	NA	intron (NM_164804, intron 2 of 12)	intron (NM_164804, intron 2 of 12)	-4429	NR_073743	14462725		NR_073743		CR43752	Dmel\CR43752	ncRNA	ncRNA
Insv_ChIPnexus_peak_495b	chr2L	4371931	4372074	+	81	NA	promoter-TSS (NM_058068)	promoter-TSS (NM_058068)	12	NM_058068	33638	Dm.3100	NM_058068		Traf4	CG3048|DTRAF|DTRAF1|Dmel\CG3048|TRAF|TRAF1|TRAF4|Traf1|dTRAF|dTRAF1|dTraf1|dTraf4|dtraf1|traf-4|traf1|traf4	TNF-receptor-associated factor 4	protein-coding
Insv_ChIPnexus_peak_12010	chr3R	27743845	27743972	+	81	NA	intron (NM_170581, intron 4 of 13)	intron (NM_170581, intron 4 of 13)	16984	NM_001170318	48571	Dm.19417	NM_079964		heph	CG2094|CG2290|CG31000|DmPTB|Dmel\CG31000|HEPH|Heph|PTB|Ptb|dPTB|dmPTB|ema|hnRNP I|l(3)03429|l(3)j11B9|ptb	hephaestus	protein-coding
Insv_ChIPnexus_peak_10898b	chr3R	17430989	17431395	+	81	NA	intron (NM_001144621, intron 1 of 12)	intron (NM_001144621, intron 1 of 12)	10270	NR_074040	14462500		NR_074040		CR44034	Dmel\CR44034	ncRNA	ncRNA
Insv_ChIPnexus_peak_634	chr2L	5524223	5524345	+	81	NA	promoter-TSS (NM_135087)	promoter-TSS (NM_135087)	-14	NM_001298699	33775	Dm.7695	NM_135088		CG6907	Dmel\CG6907	CG6907	protein-coding
Insv_ChIPnexus_peak_6795a	chr3L	10653364	10653772	+	81	NA	promoter-TSS (NM_168416)	promoter-TSS (NM_168416)	-487	NM_168416	39206	Dm.21249	NM_168416		CG32066	CG6487|CG6491|Dmel\CG32066	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_11491	chr3R	22701376	22701554	+	81	NA	promoter-TSS (NM_001014677)	promoter-TSS (NM_001014677)	-1	NM_001014672	43231	Dm.22918	NM_079796		Rb97D	CG6354|Dmel\CG6354|Hrb97D|R16|RBP97D|Rb97D1|ms(3)03445|rb97d|rbf	Ribonuclear protein at 97D	protein-coding
Insv_ChIPnexus_peak_6362	chr3L	6897204	6897312	+	81	NA	Intergenic	Intergenic	9806	NM_168181	38753	Dm.868	NM_079225		Prat2	CG10078|DmPrat2|Dmel\CG10078	Phosphoribosylamidotransferase 2	protein-coding
Insv_ChIPnexus_peak_1171	chr2L	9140979	9141065	+	81	NA	intron (NM_001042884, intron 3 of 8)	intron (NM_001042884, intron 3 of 8)	-10177	NM_176002	34237	Dm.6376	NM_176001		CG32982	CG18566|CG9584|CG9585|Dmel\CG32982|p78	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_2368	chr2L	19490043	19490166	+	81	NA	promoter-TSS (NM_136130)	promoter-TSS (NM_136130)	0	NM_136129	35231	Dm.12149	NM_136129		CG10194	Dmel\CG10194	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_1037e	chr2L	8300187	8301151	+	81	NA	promoter-TSS (NM_001103651)	promoter-TSS (NM_001103651)	77	NM_001103651	34132	Dm.7306	NM_057397		Btk29A	Btk|Btk29|Btk29a|C-src2|C-src4|CG18355|CG8049|CT2415|CT41718|DSrc28|DTec29|Dm SRC2|Dmel\CG8049|Dsrc28C|Dsrc29A|EC2-9|S13|SRC 29A|Src2|Src29A|Tec|Tec29|Tec29A|btk|btk29|btk29A|btk29a|c-src/fps|dsrc29A|fic|src-4|src2|src28C|src4|tec29	Btk family kinase at 29A	protein-coding
Insv_ChIPnexus_peak_10842	chr3R	17121782	17121877	+	81	NA	promoter-TSS (NR_133429)	promoter-TSS (NR_133429)	-20	NR_048444	3772547		NR_002067		Hsromega	CR31400|Dmel\CR31400|HSRomega|Hsr-omega|Hsr93D|Hsromega-n|er3|hrsomega|hsr omega|hsr-omega|hsromega|hsrw|l(3)05241|l(3)93De|l(3)er3|n(3)05241	Heat shock RNA omega	ncRNA
Insv_ChIPnexus_peak_6956	chr3L	11808420	11808624	+	80	NA	promoter-TSS (NM_140254)	promoter-TSS (NM_140254)	-22	NM_140254	39335	Dm.27123	NM_140254		CG14130	Dmel\CG14130	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5308g	chr2R	20162310	20163529	+	80	NA	promoter-TSS (NM_079117)	promoter-TSS (NM_079117)	-338	NM_001274237	37886	Dm.2567	NM_079117		nvy	CG3385|Dmel\CG3385|Nvy	nervy	protein-coding
Insv_ChIPnexus_peak_3330c	chr2R	5599634	5599889	+	80	NA	promoter-TSS (NM_057600)	promoter-TSS (NM_057600)	-65	NM_057600	36001	Dm.7204	NM_057600		dap	CDI4|CDKN2B|CG1772|CIB1|Cdi4|DAP|Dac|Dap|Decapo|Dmel\CG1772|E(Sev-CycE)2B|P15|cdi4|dacapo/cyclin-dependent kinase interactor 4|l(2)04454|p21|p21[dacapo]|p27|p27[Dap]|p27cip/kip	dacapo	protein-coding
Insv_ChIPnexus_peak_12762a	chrX	3080491	3081241	+	80	NA	intron (NM_166960, intron 1 of 14)	intron (NM_166960, intron 1 of 14)	10393	NM_166963	31309	Dm.4817	NM_080322		dnc	CG10791|CG10792|CG10797|CG14267|CG14268|CG32498|DNC|Dmel\CG32498|EG:140G11.4|EG:96G10.7|EG:BACN05I09.3|EG:BACN5I9.2|PDE|PDE4|PDEII|fs(1)M42	dunce	protein-coding
Insv_ChIPnexus_peak_3412a	chr2R	6315786	6316375	+	80	NA	promoter-TSS (NM_136740)	promoter-TSS (NM_136740)	-660	NM_136740	36101	Dm.23233	NM_136740		CG12896	BEST:LD11278|Dmel\CG12896|RE05501p|RH54193	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9204	chr3R	4384313	4384360	+	80	NA	TTS (NM_001300306)	TTS (NM_001300306)	3150	NM_001300306	41013	Dm.2464	NM_079558		pch2	CG11743|CG11744|CG31453|Dmel\CG31453	pachytene checkpoint 2	protein-coding
Insv_ChIPnexus_peak_3532	chr2R	7125069	7125257	+	80	NA	promoter-TSS (NM_001103796)	promoter-TSS (NM_001103796)	-14	NM_001103796	5740585		NM_001103796		CG34224	Dmel\CG34224	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_588	chr2L	5043652	5043717	+	80	NA	promoter-TSS (NM_001169409)	promoter-TSS (NM_001169409)	324	NM_164619	326150	Dm.19783	NM_135055		CG31650	CG9112|Dmel\CG31650|RCN2	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_8749d	chr3R	939803	940314	+	80	NA	Intergenic	Intergenic	-5158	NM_001259995	12798230	Dm.38892	NM_001259995		CG43131	Dmel\CG43131	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9166	chr3R	4066164	4066341	+	80	NA	promoter-TSS (NM_141516)	promoter-TSS (NM_141516)	-15	NM_141516	40966	Dm.20776	NM_141516		Ada2b	ADA2b|Ada2B|Ada2S|BcDNA:LD24527|CG9638|Dmel\CG9638|ada2b|dADA2b|dAda2B|dAda2S|dAda2b	transcriptional Adaptor 2b	protein-coding
Insv_ChIPnexus_peak_7724	chr3L	17344787	17344985	+	80	NA	promoter-TSS (NM_001316448)	promoter-TSS (NM_001316448)	-36	NM_001316448	39934	Dm.11280	NM_140715		CG7692	Dmel\CG7692	CG7692	protein-coding
Insv_ChIPnexus_peak_651b	chr2L	5724558	5724797	+	80	NA	promoter-TSS (NM_135112)	promoter-TSS (NM_135112)	21	NM_135112	33805	Dm.30769	NM_135112		CG11030	Dmel\CG11030	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9408b	chr3R	5705540	5706231	+	80	NA	intron (NM_001275514, intron 1 of 6)	intron (NM_001275514, intron 1 of 6)	-1665	NR_125125	19836011		NR_125125		CR45029	Dmel\CR45029	ncRNA	ncRNA
Insv_ChIPnexus_peak_3646b	chr2R	7681607	7682030	+	80	NA	intron (NM_001259339, intron 3 of 4)	intron (NM_001259339, intron 3 of 4)	3947	NM_136857	36258	Dm.23708	NM_136857		ths	CG12443|DFGF8-1|DmThs|Dmel\CG12443|FGF8-like1|Neu4|Ths|fgf8-like	thisbe	protein-coding
Insv_ChIPnexus_peak_12142	chr4	487391	487526	+	80	NA	promoter-TSS (NM_001347760)	promoter-TSS (NM_001347760)	-4	NM_143666	43793	Dm.6500	NM_143666		bip2	BIP2|Bip2|CG2009|DmTAF3|Dmel\CG2009|TAF155|TAF3|TAFII155|TAF[[II]]155|TFIID|bip-II|dBIP2|dTAFII3|dTAF[[II]]155|dmTAF3|i163|i31	bip2	protein-coding
Insv_ChIPnexus_peak_3492a	chr2R	6741589	6741886	+	80	NA	promoter-TSS (NM_001273945)	promoter-TSS (NM_001273945)	-82	NM_001273945	36147	Dm.3740	NM_136777		CG30015	CG7699|CG7701|Dmel\CG30015|anon-EST:Posey2	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_2981b	chr2R	2895894	2896657	+	80	NA	TTS (NM_078905)	TTS (NM_078905)	2328	NM_078905	35612	Dm.498	NM_078905		Tsp42Ec	CG12847|Dm.Tsp42Ec|Dmel\CG12847	Tetraspanin 42Ec	protein-coding
Insv_ChIPnexus_peak_13905a	chrX	13151063	13151434	+	80	NA	promoter-TSS (NM_078590)	promoter-TSS (NM_078590)	-32	NM_078590	32275	Dm.152	NM_078590		mew	CG1771|CT5254|Dmel\CG1771|ItgaPS1|PS1|PS1alpha|PSalpha1|aPS1|alpha-PS1|alpha1Int|alphaPS1|alpha[[PS1]]|l(1)G0429|l(1)G0443	multiple edematous wings	protein-coding
Insv_ChIPnexus_peak_8150	chr3L	20533950	20534115	+	80	NA	promoter-TSS (NM_140987)	promoter-TSS (NM_140987)	-515	NM_140987	40283	Dm.5464	NM_140987		Rcd2	CG4786|CT15369|Dmel\CG4786	Reduction in Cnn dots 2	protein-coding
Insv_ChIPnexus_peak_1064b	chr2L	8403424	8403649	+	80	NA	promoter-TSS (NM_058152)	promoter-TSS (NM_058152)	-37	NM_164818	34167	Dm.3346	NM_164818		emb	CG13387|CRM1|Crm1|DCRM1|Dmel\CG13387|Emb|XPO-1|XPO1|Xpo1|crm1|dCRM1|dXPO1|l(2)k16715	embargoed	protein-coding
Insv_ChIPnexus_peak_3809e	chr2R	8845878	8846359	+	80	NA	Intergenic	Intergenic	5060	NM_136987	36430	Dm.6200	NM_136987		CG13321	Dmel\CG13321	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_4135b	chr2R	11018229	11018669	+	80	NA	intron (NM_001259401, intron 1 of 6)	intron (NM_001259401, intron 1 of 6)	2118	NM_001259403	36678	Dm.11696	NM_137169		chn	CG11798|Chn|Dmel\CG11798|EPIL#6|EPIL6|anon-EST:Liang-1.13|clone 1.13|l(2)02064|l(2)k04218|taco	charlatan	protein-coding
Insv_ChIPnexus_peak_6049a	chr3L	3787921	3788106	+	80	NA	promoter-TSS (NM_001104024)	promoter-TSS (NM_001104024)	-47	NM_001104024	38438	Dm.6508	NM_168037		CG32264	CG10857|CG10860|CG12604|CG14978|Dmel\CG32264	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9776	chr3R	8821286	8821389	+	80	NA	promoter-TSS (NM_141991)	promoter-TSS (NM_141991)	-5	NM_141991	41597	Dm.20183	NM_141991		CG7488	Dmel\CG7488	CG7488	protein-coding
Insv_ChIPnexus_peak_10228b	chr3R	12229117	12229755	+	80	NA	promoter-TSS (NM_001170158)	promoter-TSS (NM_001170158)	-24	NM_001170158	41988	Dm.3249	NM_057400		ss	AHR|AhR|CG6993|Dmel\CG6993|SS|Ss|ssa	spineless	protein-coding
Insv_ChIPnexus_peak_325b	chr2L	2887878	2888233	+	80	NA	promoter-TSS (NM_001144301)	promoter-TSS (NM_001144301)	-229	NM_164517	33496	Dm.2778	NM_078740		lilli	154454_at|189Y|AFF4|BEST:GH09955|BcDNA:GM02019|CG8817|Dmel\CG8817|Lilli|S(ls)4|SS2-1|SY2-1|Su(Raf)2A|Su(Raf)2a|dAFF4|l(2)00632|l(2)23Cc|l(2)K00632|l(2)K07920|l(2)k07920|l(2)k16124	lilliputian	protein-coding
Insv_ChIPnexus_peak_7545	chr3L	16044975	16045098	+	80	NA	promoter-TSS (NM_001104145)	promoter-TSS (NM_001104145)	-23	NM_001259857	49070	Dm.13965	NM_140573		Mbs	0573/06|0953/04|CG32156|CG5600|CG5891|DMBS|DMYPT|DMbs|Dmel\CG32156|MBS|Mypt|l(3)03802|l(3)72Dd|l(3)S005331b|l(3)S057306|l(3)S057306b|l(3)S095304|l(3)j3B4|l(3)j7A1|mbs	Myosin binding subunit	protein-coding
Insv_ChIPnexus_peak_11741f	chr3R	25443877	25444887	+	80	NA	promoter-TSS (NM_143446)	promoter-TSS (NM_143446)	-405	NM_143446	43483	Dm.4372	NM_143446		CG1907	CG 1907|Dmel\CG1907	CG1907	protein-coding
Insv_ChIPnexus_peak_4687a	chr2R	15177444	15177875	+	80	NA	promoter-TSS (NM_079068)	promoter-TSS (NM_079068)	45	NM_079068	37214	Dm.2572	NM_079068		FK506-bp2	11001|143729_at|CG11001|Dmel\CG11001|DrFKBP12|FKBP|FKBP12|Fk506-bp2|dFKBP12|fkbp	FK506-binding protein 2	protein-coding
Insv_ChIPnexus_peak_11104	chr3R	19173768	19173877	+	80	NA	promoter-TSS (NM_079738)	promoter-TSS (NM_079738)	-28	NM_079738	42758	Dm.1294	NM_079738		DNApol-epsilon255	6768|BAB17608|CG6768|DNA pol epsilon|DNApol-epsilon|Dmel\CG6768|dpolepsilon|dpolepsilonp255|l(3)pl10|l(3)pl10R|pl[10]|pol-epsilon	DNA polymerase epsilon 255kD subunit	protein-coding
Insv_ChIPnexus_peak_5907a	chr3L	2864509	2864832	+	80	NA	intron (NM_001274414, intron 3 of 10)	intron (NM_001274414, intron 3 of 10)	14488	NM_001274414	38347	Dm.2189	NM_139493		Tet	CG2083|CG43444|CG9973|DMAD|Dmel\CG43444|Dmel_CG2083|Dmel_CG9973|Idax|dTet	Ten-Eleven Translocation (TET) family protein	protein-coding
Insv_ChIPnexus_peak_13319	chrX	8015133	8015267	+	80	NA	promoter-TSS (NM_132213)	promoter-TSS (NM_132213)	-20	NM_132213	31732	Dm.12847	NM_132213		CG2260	Dmel\CG2260	CG2260	protein-coding
Insv_ChIPnexus_peak_4677	chr2R	15116419	15116655	+	80	NA	promoter-TSS (NM_079067)	promoter-TSS (NM_079067)	-31	NM_079067	37205	Dm.4694	NM_079067		cora	CG11949|COR|Cor|Cora|Coracle|D4.1|Dmel\CG11949|cor|l(2)k08713|mdcds_14526	coracle	protein-coding
Insv_ChIPnexus_peak_9335b	chr3R	5253872	5254350	+	80	NA	promoter-TSS (NM_001043230)	promoter-TSS (NM_001043230)	-172	NM_001043230	44258	Dm.6913	NM_169280		ps	BcDNA:RE47781|CG16765|CG16776|CG16777|CG18509|CG42670|CG8144|Dmel\CG42670|Dmel_CG16765|Dmel_CG16777|EP(3)3406|NOVA1|PS|cg8144|l(3)10615	pasilla	protein-coding
Insv_ChIPnexus_peak_1394	chr2L	10426547	10426640	+	80	NA	promoter-TSS (NM_057948)	promoter-TSS (NM_057948)	34	NM_001201851	34426	Dm.3699	NM_001201851		SmB	B|CG5352|Dmel\CG5352|SYM10|Sm B|SmB1|dSmB|l(2)SH0509|l(2)SH2 0509|smb|snRNP B	Small ribonucleoprotein particle protein SmB	protein-coding
Insv_ChIPnexus_peak_5784a	chr3L	1668599	1668846	+	80	NA	promoter-TSS (NM_079162)	promoter-TSS (NM_079162)	-68	NM_079162	38208	Dm.7339	NM_079162		RpL23A	153215_at|CG7977|Dmel\CG7977|L23A|L23a|PBP-3|RPL23a|Rp L23A|RpL23a|RpL25|anon-EST:Liang-1.4|anon-EST:fe2D1|clone 1.4|rpL25|rpl23a	Ribosomal protein L23A	protein-coding
Insv_ChIPnexus_peak_5784b	chr3L	1668599	1668846	+	80	NA	promoter-TSS (NM_079162)	promoter-TSS (NM_079162)	-68	NM_079162	38208	Dm.7339	NM_079162		RpL23A	153215_at|CG7977|Dmel\CG7977|L23A|L23a|PBP-3|RPL23a|Rp L23A|RpL23a|RpL25|anon-EST:Liang-1.4|anon-EST:fe2D1|clone 1.4|rpL25|rpl23a	Ribosomal protein L23A	protein-coding
Insv_ChIPnexus_peak_9329g	chr3R	5225563	5227057	+	80	NA	promoter-TSS (NM_001043225)	promoter-TSS (NM_001043225)	432	NM_001300320	41120	Dm.4884	NM_141630		RpL34b	CG9354|Dmel\CG9354|L34b|Rp L34b|RpL34|anon-EST:fe1C10|anon-EST:fe1E8	Ribosomal protein L34b	protein-coding
Insv_ChIPnexus_peak_9598c	chr3R	7169716	7171569	+	80	NA	intron (NM_001260115, intron 2 of 7)	intron (NM_001260115, intron 2 of 7)	3503	NM_141808	41361	Dm.5100	NM_141808		KP78b	CG17216|Dmel\CG17216|KP78B|Kp78B|Kp78b	KP78b	protein-coding
Insv_ChIPnexus_peak_595i	chr2L	5092143	5093651	+	80	NA	5' UTR (NM_135062, exon 2 of 10)	5' UTR (NM_135062, exon 2 of 10)	695	NM_135062	326151	Dm.4033	NM_135062		pgant5	CG31651|CG9152|Dmel\CG31651|PGANT5|l(2)e02157	polypeptide GalNAc transferase 5	protein-coding
Insv_ChIPnexus_peak_11308	chr3R	20696393	20696680	+	80	NA	promoter-TSS (NM_001276005)	promoter-TSS (NM_001276005)	2	NM_143046	42971	Dm.3241	NM_143046		CycB3	CG5814|Cyc B3|Dmel\CG5814|anon-WO0118547.414|cycB3|l(3)L6540	Cyclin B3	protein-coding
Insv_ChIPnexus_peak_1144c	chr2L	8937772	8938174	+	80	NA	intron (NM_164838, intron 2 of 4)	intron (NM_164838, intron 2 of 4)	583	NM_078792	34212	Dm.365	NM_078792		Tsp29Fb	CG9496|Dm.Tsp29Fb|Dmel\CG9496|anon-EST:ParkEST130	Tetraspanin 29Fb	protein-coding
Insv_ChIPnexus_peak_9471b	chr3R	6202992	6204051	+	80	NA	5' UTR (NM_001104268, exon 1 of 11)	5' UTR (NM_001104268, exon 1 of 11)	269	NM_141742	41266	Dm.3010	NM_141742		Rfx	CG6312|Dmel\CG6312|RFX|dRFX|dRfx|rfx	Rfx	protein-coding
Insv_ChIPnexus_peak_14064b	chrX	15033731	15033886	+	80	NA	promoter-TSS (NM_132777)	promoter-TSS (NM_132777)	-408	NM_001272632	32446	Dm.14847	NM_132777		RpL37a	CG9091|Dmel\CG9091|RpL37|RpL37A	Ribosomal protein L37a	protein-coding
Insv_ChIPnexus_peak_2477e	chr2L	20302494	20303210	+	80	NA	Intergenic	Intergenic	-5553	NR_048016	12798021		NR_048016		CR43414	Dmel\CR43414|lincRNA.205	ncRNA	ncRNA
Insv_ChIPnexus_peak_3407c	chr2R	6308492	6308998	+	80	NA	promoter-TSS (NM_136739)	promoter-TSS (NM_136739)	-171	NM_136739	36099	Dm.18816	NM_136739		CG11825	BcDNA:RE25483|Dmel\CG11825|dHIG1	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9057	chr3R	2971662	2971805	+	80	NA	TTS (NM_001275406)	TTS (NM_001275406)	1287	NM_141442	40857	Dm.1084	NM_141442		CG2656	Dmel\CG2656|NEST:bs33f03	CG2656	protein-coding
Insv_ChIPnexus_peak_8008c	chr3L	19655987	19657088	+	80	NA	5' UTR (NM_001144509, exon 1 of 9)	5' UTR (NM_001144509, exon 1 of 9)	227	NM_001275130	40146	Dm.5485	NM_140883		tey	CG8780|Dmel\CG8780	teyrha-meyrha	protein-coding
Insv_ChIPnexus_peak_844a	chr2L	6971638	6971936	+	80	NA	promoter-TSS (NM_057857)	promoter-TSS (NM_057857)	-50	NM_001273244	33982	Dm.4728	NM_057857		snRNP-U1-70K	70K|CG8749|Dm70K|Dmel\CG8749|U1|U1 70K|U1 70K snRNP|U1 70k|U1 snRNP|U1-70K|U1-70k|U170K|U1snRNP-70K|dU1-70K|l(2)02107|snRNP|snRNP 70K|snRNP27D|snRNP70K	small ribonucleoprotein particle U1 subunit 70K	protein-coding
Insv_ChIPnexus_peak_7679	chr3L	16835530	16835747	+	80	NA	5' UTR (NM_079396, exon 1 of 7)	5' UTR (NM_079396, exon 1 of 7)	244	NM_079396	39881	Dm.2651	NM_079396		TSG101	CG9712|DmTSG101|Dmel\CG9712|ESCRT-I|Ept|Tsg1-1|Tsg101|burs|dTSg101|dTsg101|dVps23|ept|tsg101|vps23	Tumor susceptibility gene 101	protein-coding
Insv_ChIPnexus_peak_3479	chr2R	6698434	6698547	+	80	NA	promoter-TSS (NM_136767)	promoter-TSS (NM_136767)	-49	NM_136766	36135	Dm.30961	NM_136766		CG7637	Dmel\CG7637	CG7637	protein-coding
Insv_ChIPnexus_peak_81	chr2L	421413	421617	+	80	NA	promoter-TSS (NM_134679)	promoter-TSS (NM_134679)	-65	NM_134678	33215	Dm.5619	NM_134678		CG11885	BcDNA:AT13539|Dmel\CG11885	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_3722b	chr2R	8323488	8323646	+	80	NA	promoter-TSS (NM_136940)	promoter-TSS (NM_136940)	-58	NM_165902	246418		NM_165902		Tmem18	CG30051|Dmel\CG30051|anon-AE003822.1	Tmem18	protein-coding
Insv_ChIPnexus_peak_7826	chr3L	18179221	18179506	+	80	NA	promoter-TSS (NM_079412)	promoter-TSS (NM_079412)	-622	NM_079412	40009	Dm.5624	NM_079412		hid	CG5123|Dmel\CG5123|HID|Hid|Hid1|W|hid1|his|l(3)05014	head involution defective	protein-coding
Insv_ChIPnexus_peak_7394	chr3L	15087794	15087947	+	80	NA	promoter-TSS (NM_140489)	promoter-TSS (NM_140489)	-46	NM_001274936	3772382	Dm.14930	NM_001032401		Plp	AKAP450|CG13459|CG18648|CG33957|CG6735|CP309|Cp309|D-PLP|DPLP|Dmel\CG33957|Dplp|PACT|PLP|cp309|d-plp|dPLP|dplp|l(3)s2172|pPlp|plp	Pericentrin-like protein	protein-coding
Insv_ChIPnexus_peak_9138	chr3R	3938662	3938765	+	80	NA	non-coding (NR_125106, exon 2 of 2)	non-coding (NR_125106, exon 2 of 2)	1012	NR_125107	19835062		NR_125106		CR44331	Dmel\CR44331	ncRNA	ncRNA
Insv_ChIPnexus_peak_1615b	chr2L	12520349	12520738	+	80	NA	intron (NM_001042892, intron 5 of 7)	intron (NM_001042892, intron 5 of 7)	12435	NR_047947	12798169		NR_047947		snoRNA:CG43051-a	CR43573|Dmel\CR43573|snoRNA:bun-a	ncRNA	ncRNA
Insv_ChIPnexus_peak_4867c	chr2R	16822580	16823030	+	80	NA	intron (NM_166413, intron 4 of 5)	(TG)n|Simple_repeat|Simple_repeat	-8721	NM_079076	37368	Dm.36749	NM_079076		Act57B	Act57|Act57A|Act57b|Actin|ArpE|BEST:RE38067|C|CG10067|CG30294|Dmel\CG10067|M|T10|act 57A|act57A|act57B|act57b|actin|anon-EST:CL2c12|chr2R:16452771..16452966	Actin 57B	protein-coding
Insv_ChIPnexus_peak_2364	chr2L	19474003	19474087	+	80	NA	Intergenic	(TC)n|Simple_repeat|Simple_repeat	-2418	NR_073807	14462804		NR_073807		CR43839	Dmel\CR43839	ncRNA	ncRNA
Insv_ChIPnexus_peak_2678	chr2L	21868559	21868645	+	80	NA	promoter-TSS (NR_124424)	promoter-TSS (NR_124424)	-582	NR_124424	19835223		NR_124424		CR44919	Dmel\CR44919	ncRNA	ncRNA
Insv_ChIPnexus_peak_9352	chr3R	5376567	5376696	+	80	NA	intron (NM_169291, intron 1 of 9)	intron (NM_169291, intron 1 of 9)	429	NM_169292	41145	Dm.11144	NM_141645		mura	CG9381|CG9382|Dmel\CG9381|Mura	murashka	protein-coding
Insv_ChIPnexus_peak_5034	chr2R	18030074	18030124	+	80	NA	intron (NM_001299777, intron 2 of 8)	intron (NM_001299777, intron 2 of 8)	2659	NM_079920	43934	Dm.1410	NM_079920		gom	CG6727|Dmel\CG6727	gomdanji	protein-coding
Insv_ChIPnexus_peak_6964a	chr3L	11826438	11826793	+	80	NA	promoter-TSS (NM_079306)	promoter-TSS (NM_079306)	63	NM_001259795	39340	Dm.2549	NM_079306		CycA	0033/02|0040/24|0046/23|0104/07|0245/34|0521/06|0545/13|1329/16|1449/05|CG5940|CLD3|CYCA|Cyc A|DmcycA|Dmel\CG5940|S(rux)3B|anon-WO0140519.128|cycA|dCycA|hari|l(3)03946|l(3)183|l(3)68Ea|l(3)j3C8|l(3)neo114|l(3)rsg11|rsg11	Cyclin A	protein-coding
Insv_ChIPnexus_peak_10934	chr3R	17608189	17608321	+	80	NA	promoter-TSS (NM_079716)	promoter-TSS (NM_079716)	3	NM_079716	42564	Dm.2380	NM_079716		tsl	CG6705|Dm-tsl|Dmel\CG6705|Tsl|fs(3)00617	torso-like	protein-coding
Insv_ChIPnexus_peak_4045a	chr2R	10219580	10219985	+	80	NA	promoter-TSS (NM_166047)	promoter-TSS (NM_166047)	-107	NM_166047	36592	Dm.2231	NM_137108		Shroom	CG13942|CG13944|CG34379|CG8603|Dmel\CG34379|Dmel_CG13942|Dmel_CG8603|Shrm|Shrooom|dShrm|dmShroom	shroom	protein-coding
Insv_ChIPnexus_peak_11105	chr3R	19182218	19182339	+	79	NA	promoter-TSS (NM_057846)	promoter-TSS (NM_057846)	-7	NM_143720	44437	Dm.7682	NM_143720		Sec13	BEST:CK00043|BcDNA:LD03471|CG6773|CK00043|Dmel\CG6773|Dsec13|SEC13|l(3)01031|sec13	Secretory 13	protein-coding
Insv_ChIPnexus_peak_6923a	chr3L	11480426	11480962	+	79	NA	promoter-TSS (NM_140213)	promoter-TSS (NM_140213)	44	NM_140213	39284	Dm.20385	NM_140213		chrb	BcDNA:GH09771|CG7533|Charybde|Dmel\CG7533|EP(3)1035|anon-EST:Liang-2.51|char|clone 2.51	charybde	protein-coding
Insv_ChIPnexus_peak_590	chr2L	5055048	5055266	+	79	NA	promoter-TSS (NM_135059)	promoter-TSS (NM_135059)	23	NM_164624	33736	Dm.2931	NM_078755		His3.3A	CG5825|Dmel\CG5825|H3.3|H3.3A|His-3.3A|His3.3|PH3|dH3.3A	Histone H3.3A	protein-coding
Insv_ChIPnexus_peak_5411a	chr2R	20949224	20949556	+	79	NA	promoter-TSS (NM_079139)	promoter-TSS (NM_079139)	-97	NM_079139	38005	Dm.23955	NM_079139		gsb	BSH-9|BSH9|BSH9c2|CG3388|Dmel\CG3388|GSB-D|Gsb|Gsb-d|gsb-2|gsb-d|gsb-distal|gsbBSH9|gsbd|l(2)01155|l(2)gsb	gooseberry	protein-coding
Insv_ChIPnexus_peak_7996b	chr3L	19623945	19624319	+	79	NA	intron (NM_176362, intron 2 of 7)	intron (NM_176362, intron 2 of 7)	2064	NM_001202203	40143	Dm.12913	NM_140880		wnd	CG8789|DLK|DLK/ZPK|Dmel\CG8789|MAPKKK|Wnd|Wnd/DLK	wallenda	protein-coding
